# r(Angstrom) g(r)
1.355034000000000027e+01 1.000211780749800772e+00
1.358037999999999990e+01 1.000109526464750154e+00
1.361042999999999914e+01 1.000019344970191737e+00
1.364047000000000054e+01 9.999588744337619683e-01
1.367051999999999978e+01 9.999424357834101329e-01
1.370055999999999941e+01 9.999779139772784209e-01
1.373061000000000043e+01 1.000062964818743128e+00
1.376065000000000005e+01 1.000184127014094981e+00
1.379069999999999929e+01 1.000317227991268432e+00
1.382074000000000069e+01 1.000430131227116437e+00
1.385078999999999994e+01 1.000486367695968104e+00
1.388082999999999956e+01 1.000452404012345697e+00
1.391088000000000058e+01 1.000301280736235698e+00
1.394092000000000020e+01 1.000019238726873594e+00
1.397096999999999944e+01 9.996084585150247781e-01
1.400101000000000084e+01 9.990887843924630696e-01
1.403106000000000009e+01 9.984950860290352503e-01
1.406109999999999971e+01 9.978756267313837469e-01
1.409115000000000073e+01 9.972848859084577633e-01
1.412119000000000035e+01 9.967778473456050392e-01
1.415123999999999960e+01 9.964034120755413948e-01
1.418127999999999922e+01 9.961980728772592553e-01
1.421133000000000024e+01 9.961819163766310048e-01
1.424136999999999986e+01 9.963562923712114827e-01
1.427142000000000088e+01 9.967035500144723059e-01
1.430146000000000051e+01 9.971896213562653211e-01
1.433150999999999975e+01 9.977680512208615404e-01
1.436154999999999937e+01 9.983847617997636537e-01
1.439160000000000039e+01 9.989849042583754946e-01
1.442164000000000001e+01 9.995176247005341796e-01
1.445168999999999926e+01 9.999424882155242278e-01
1.448173000000000066e+01 1.000232080015676095e+00
1.451177999999999990e+01 1.000375934431995129e+00
1.454181999999999952e+01 1.000380022122526746e+00
1.457187000000000054e+01 1.000266039982073973e+00
1.460191000000000017e+01 1.000069367192089942e+00
1.463195999999999941e+01 9.998340217893547655e-01
1.466200000000000081e+01 9.996080165165820430e-01
1.469205000000000005e+01 9.994372332290308858e-01
1.472208999999999968e+01 9.993607719529802313e-01
1.475214000000000070e+01 9.994044293016860481e-01
1.478218000000000032e+01 9.995785710326385853e-01
1.481222999999999956e+01 9.998743783062316037e-01
1.484226999999999919e+01 1.000265892826766256e+00
1.487232000000000021e+01 1.000710719617700972e+00
1.490235999999999983e+01 1.001156522083494149e+00
1.493241000000000085e+01 1.001545856387270783e+00
1.496245000000000047e+01 1.001824632153676786e+00
1.499249999999999972e+01 1.001949214499106233e+00
1.502253999999999934e+01 1.001893260247153528e+00
1.505259000000000036e+01 1.001651973926163341e+00
1.508262999999999998e+01 1.001244182660188553e+00
1.511267999999999923e+01 1.000710922291520921e+00
1.514272000000000062e+01 1.000110293557864516e+00
1.517276999999999987e+01 9.995104247203679959e-01
1.520280999999999949e+01 9.989803920783845159e-01
1.523286000000000051e+01 9.985802793474100048e-01
1.526290000000000013e+01 9.983534096115603829e-01
1.529294999999999938e+01 9.983189997311818775e-01
1.532299000000000078e+01 9.984711068369842568e-01
1.535304000000000002e+01 9.987786267354769043e-01
1.538307999999999964e+01 9.991908324958033161e-01
1.541313000000000066e+01 9.996458587525506312e-01
1.544317000000000029e+01 1.000080665516404066e+00
1.547321999999999953e+01 1.000441147910414719e+00
1.550325999999999915e+01 1.000691110641182213e+00
1.553331000000000017e+01 1.000817659432142959e+00
1.556334999999999980e+01 1.000833756231890304e+00
1.559340000000000082e+01 1.000774060326103054e+00
1.562344000000000044e+01 1.000689190063565492e+00
1.565348999999999968e+01 1.000635586621199780e+00
1.568352999999999930e+01 1.000664625013284459e+00
1.571358000000000033e+01 1.000812030339943037e+00
1.574361999999999995e+01 1.001090230385763613e+00
1.577366999999999919e+01 1.001484026756453760e+00
1.580371000000000059e+01 1.001952043737576847e+00
1.583375999999999983e+01 1.002431747542794405e+00
1.586379999999999946e+01 1.002849192589428728e+00
1.589385000000000048e+01 1.003131171823802736e+00
1.592389000000000010e+01 1.003217747028791740e+00
1.595393999999999934e+01 1.003072393099042836e+00
1.598398000000000074e+01 1.002689906590529922e+00
1.601403000000000176e+01 1.002098121264600739e+00
1.604408000000000101e+01 1.001355468546916372e+00
1.607412000000000063e+01 1.000542249854367238e+00
1.610416999999999987e+01 9.997492076716504306e-01
1.613420999999999950e+01 9.990642178353025260e-01
1.616425999999999874e+01 9.985582754850566012e-01
1.619429999999999836e+01 9.982759425688307875e-01
1.622435000000000116e+01 9.982283315712042748e-01
1.625439000000000078e+01 9.983924403581579954e-01
1.628444000000000003e+01 9.987156376955118597e-01
1.631447999999999965e+01 9.991254428019273881e-01
1.634452999999999889e+01 9.995417361830213343e-01
1.637456999999999852e+01 9.998897240722932622e-01
1.640462000000000131e+01 1.000113068318166709e+00
1.643466000000000093e+01 1.000182324164721193e+00
1.646471000000000018e+01 1.000099528412653038e+00
1.649474999999999980e+01 9.998963049200940700e-01
1.652479999999999905e+01 9.996279472970708291e-01
1.655483999999999867e+01 9.993629372996272187e-01
1.658489000000000146e+01 9.991703868356023310e-01
1.661493000000000109e+01 9.991068439778898469e-01
1.664498000000000033e+01 9.992061986502603910e-01
1.667501999999999995e+01 9.994725772885005854e-01
1.670506999999999920e+01 9.998790850703301869e-01
1.673510999999999882e+01 1.000371016841623772e+00
1.676516000000000162e+01 1.000874135794553643e+00
1.679520000000000124e+01 1.001306781886488695e+00
1.682525000000000048e+01 1.001592430838351699e+00
1.685529000000000011e+01 1.001671893471216990e+00
1.688533999999999935e+01 1.001513104299697199e+00
1.691537999999999897e+01 1.001116811964605002e+00
1.694543000000000177e+01 1.000516977080870618e+00
1.697547000000000139e+01 9.997757383482612781e-01
1.700552000000000064e+01 9.989756498616213509e-01
1.703556000000000026e+01 9.982073332045933167e-01
1.706560999999999950e+01 9.975581835733789982e-01
1.709564999999999912e+01 9.970996914770338115e-01
1.712569999999999837e+01 9.968791015737057393e-01
1.715574000000000154e+01 9.969142300281735869e-01
1.718579000000000079e+01 9.971922488931580508e-01
1.721583000000000041e+01 9.976727929569132458e-01
1.724587999999999965e+01 9.982954475241724301e-01
1.727591999999999928e+01 9.989880433116093972e-01
1.730596999999999852e+01 9.996767020885726218e-01
1.733601000000000170e+01 1.000295025891954737e+00
